tweet,spacy_cleaned_tweet,sentiment,target
The hateful Westboro Baptist Church protested Friday's Foo Fighters concert in Kansas City . . . and the band... http://t.co/rhi7QSfZnM,hateful westboro baptist church protest friday 's foo fighter concert kansas city band ...,negative,0
@MoTheRipper I was like Shy Glizzy bouta be up at DC Star Saturday and he said Nigga no im not,like shy glizzy bouta dc star saturday say nigga,negative,0
I may do a 30-mile bike ride for the Giants on weds cause you know Caltrain is going to suck more than the Cardinals.,may 30 mile bike ride giant wed know caltrain go suck cardinal,negative,0
"'America's Got Talent' semifinals begin Tuesday: We want different singers than American Idol and X Factor, said... http://t.co/7yLcFzO",america 's get talent semifinal begin tuesday different singer american idol x factor say ...,negative,0
Silent House may be one of the worst movies ever.,silent house may one bad movie ever,negative,0
This may be the worst season of Big Brother #BB17 will someone please make a big move!,may bad season big brother bb17 someone please make big move,negative,0
Kendrick's 2015 album may be important but it's not especially listenable. Future sounds like a guy playing with a microphone at Best Buy.,kendrick 's 2015 album may important especially listenable future sound like guy playing microphone good buy,negative,0
@IbadPoulette Remember how NYT aided Bush's March to Iraq War?  They need to be truthful &amp; they haven't with Hillary.,remember aid bush 's march iraq need truthful hillary,negative,0
I'm a Red Sox fan &amp; this man should have just SAT DOWN after his bloody sock salvation &amp; never said anything again.  https://t.co/3RavIesekP,red sox fan bloody sock salvation never say anything,negative,0
Alright if you hate Briana ok but like just ignore her don't call her names just leave her be if we ignore this it may just leave,alright hate briana ok like ignore call name leave ignore may leave,negative,0
"Video: Tiger Woods carded a 7 on the par 4 11th, here's the 5 shot carnage around the green https://t.co/ioLqv9lT06",video tiger wood card 7 4 11th 5 shot carnage around green,negative,0
Does everyone not realize the Voice is rigged. Ie cassadee pope sang in the signed band Hey Monday. Or Dia was half of Meg &amp; Dia.,everyone realize voice rig ie cassadee pope sing sign band hey monday half,negative,0
Ahhhh the next few weekends are going to be messy! First off - this saturday: Powder Room at the Gladstone Hotel... http://t.co/C04KQKNr,ahhh next weekend go messy first saturday powder room gladstone hotel ...,negative,0
Mark Levin Market Crash: It's Not China-It's Barak Obama http://t.co/aOxdbkZx9L My belief Obama is working with China to destroy USA,mark levin market crash china barak obama belief obama work china destroy usa,negative,0
3rd Mariah song of the night and NOOOOOOOOO. THAT WAS SO BAD. #XFactor,3rd mariah song night nooo bad xfactor,negative,0
"Tom Brady may have won his fight with the NFL, but he will forever be a fuckin cheat piece of shit in my book.",tom brady may win fight nfl forever fuckin cheat piece shit book,negative,0
@justin_kaoma Dope night with the Eagles .did #sangz1 tell you he deleted all the pics,dope night eagle sangz1 tell delete,negative,0
"Starting to bother me when people say ""but it's David Price"" when it comes to pitch counts. Don't want to burn him out before October.",start bother people say david price pitch count burn october,negative,0
@sandyboxx @trafiuddin @sawsjabr @amreen_taher ya which plans lol? And btww amreen can't even come Friday to the MSA event she has a bday :(,plan lol btww amreen even friday msa event bday :(,negative,0
"Amnesty for IRA murderers, some with dubious pasts are in govt in NI, free from prosecution, but today ex-para is arrested re: Bloody Sunday",amnesty ira murderer dubious past govt free prosecution today ex arrest bloody sunday,negative,0
"@BBCPolitics More propaganda from the BBC, they promote platforms of dissent, one day they may return to journalism, make the BBC a PLC.",propaganda bbc promote platform dissent one day may return journalism make bbc plc,negative,0
"They may have a SuperBowl in Dallas, but Dallas ain't winning a SuperBowl. Not with that quarterback and owner. @S4NYC @RasmussenPoll",may superbowl dallas win superbowl quarterback owner,negative,0
"@boyOfagirl I think it may be ideology, religion free and open speech (Charlie Hebdo) and yes bombing in Syria!!!",think may ideology religion free open speech charlie hebdo yes bombing syria,negative,0
"@RiRiBB17 the only thing you will hear tomorrow is ""all Big Brother 17 contestants have died of food poisoning",thing hear tomorrow big brother 17 contestant food poisoning,negative,0
"Theresa May, in her desire to win over the dunderheads who vote in Tory leadership elections, really does personify the Stupid Party.",theresa may desire win dunderhead vote tory leadership election really personify stupid party,negative,0
Carly fiorina may try to get sympathy votes from women by using the cancer card. #FeelTheBern #Bernie2016,carly fiorina may try get sympathy vote woman use cancer card feelthebern bernie2016,negative,0
#Climate - 'cutting it close' : A Warning from Islam by Bill McKibben http://t.co/BgPBt9nLfx via @CTVNews @VancouverSun @CKNW @globeandmail,climate cut close warning islam bill mckibben via,negative,0
SCOTUS Apparently is Saying That Gays Have an Equal Right to Marriage Under the 14th Amendment.,scotus apparently say gay equal right marriage 14th amendment,negative,0
Thanks manager for putting me on the schedule for Sunday #sarcasm,thank manager put schedule sunday sarcasm,negative,0
Scott Walker may just be an idiot,scott walker may idiot,negative,0
Sarah Palin says immigrants to the US should 'speak American'. Just think: she could have been the Vice President http://t.co/IB1P4umes0,sarah palin say immigrant speak american think could vice president,negative,0
"Forget the garlic, the soup is DISGUSTING! Thanks for nothing, Saturday Kitchen.",forget garlic soup disgusting thank nothing saturday kitchen,negative,0
Went to dunkin yesterday evening to get a pumpkin spice coffee and they said they ran out and won't have it back until Friday.,go dunkin yesterday evening get pumpkin spice coffee say run back friday,negative,0
@_flexout12 well then you need to take Kendrick Lamar off cause his last album wasn't good you probably just going off of Black Friday ....,well need take kendrick lamar last album good probably go black friday ...,negative,0
May I hear the sound of democracy? @potus @state / @Independent Saudi Arabia is about to behead teenage boy for attending a protest aged 15,may hear sound democracy saudi arabia behead teenage boy attend protest age 15,negative,0
the 1st twilight is soooo bad,1st twilight sooo bad,negative,0
Bit concerned my brother hasn't read the facebook message I sent him asking him to bring me the last 2 episodes of Hannibal tomorrow.,bit concerned brother read facebook message send ask bring last 2 episode hannibal tomorrow,negative,0
"Imagine: Arsenal are on the verge of winning the league with their 17yr old, 24 goal, Syrian hot-shot, flying.  And he's deported in March.",imagine arsenal verge win league 17yr old 24 goal syrian hot shot fly deport march,negative,0
But this is not the 1st time that Juventus is maximizing the potentials of ex-Milan players..Cannavaro and Edgar Davids are similar cases,1st time juventus maximize potential ex milan player .. cannavaro edgar david similar case,negative,0
Machine Gun Kelly Concert On the 30th!! Me &amp; @LSTREETZ Bout 2 shut this bitch down!,machine gun kelly concert 30th bout 2 shut bitch,negative,0
The ONLY line I will remember tomorrow is John Kasich's dad was a mailman..... Who the hell cares?!?!? @foxnews,line remember tomorrow john kasich 's dad mailman ... hell,negative,0
"Does @macleansmag still believe that Ms. Angela Merkel is the ""real leader of the free world""?  http://t.co/isQfoIcod0 (Greeks may disagree",still believe ms angela merkel real leader free world greek may disagree,negative,0
"Because seriously, who the **** is Chris Evans? Virtually world famous in all of England. Real stars like Sabine may save that show but...",seriously chris evan virtually world famous england real star like sabine may save show ...,negative,0
Okay me and @megnicolelewis are about to watch The Woman In Black. This may be a terrible night.,okay watch woman black may terrible night,negative,0
Now that Iran ripped us off by the legendary Watch this Friday.,iran rip legendary watch friday,negative,0
"Hilary Benn, the Tory press may love you for your betrayal but you will be playing Tony Blair in Chilcott 2",hilary benn tory press may love betrayal play tony blair chilcott 2,negative,0
"Where I truly believe Amazon failed for their Amazon Prime Day sale.... The moment they claimed it'd have ""Bigger deals than Black Friday""",truly believe amazon fail amazon prime day ... moment claim would big deal black friday,negative,0
"@myles_myed1973 As for the IRA, he talked to them publicly while Thatcher was doing it behind our backs. Without Corbyn, no Good Friday.",ira talk publicly thatcher behind back without corbyn good friday,negative,0
Carly Fiorina is 3rd in Iowa with 10% of the vote behind Trump and Carson 23% yet @CNN is not going to allow her to debate. #WarOnWomen,carly fiorina 3rd iowa 10 vote behind trump carson 23 yet go allow debate waronwomen,negative,0
While that may be Obama has gotten us into one hell of a mess and makes it worse daily with failed policies kumbaya https://t.co/3oz9UWTjiy,may obama get one hell mess make worse daily fail policy kumbaya,negative,0
@Microsoft how about you make a system that doesn't eat my friggin discs. This is the 2nd time this has happened and I am so sick of it!,make system eat friggin disc 2nd time happen sick,negative,0
"Afghans protest against French cartoons, US film: Hundreds of Afghans on Thursday protested for the first time a... http://t.co/72mtIYlV",afghan protest french cartoon film hundred afghan thursday protest first time ...,negative,0
